"metric","value"
"Coefficient",107.438225743559
"SE",47.5577181930298
"CI_lower",14.2250980852201
"CI_upper",200.651353401897
"Outcome_SD",66.9727819990311
"Cohens_d",1.60420729939385
"Approximate_RR",4.30522173287836
"E_value_point",8.0774508399674
"E_value_CI",1.72184933483001
"Partial_R2_treatment",0.00147229542980467
